"sequences","output"
"SELECT  DISTINCT   ?label ?rating1 ?producerLabel ?reviewerName ?price ?productPublisher ?productPublishDate ?producerPublisher ?producerPublishDate WHERE{    ?producer rdfs:label ?producerLabel .    ?producer bsbm:publisher ?producerPublisher .	?producer exp:publishDate ?producerPublishDate .	?review  bsbm:producer ?producer .	?product dc:publisher ?productPublisher .	?product exp:publishDate ?productPublishDate .	?product rdfs:label ?label .	?review bsbm:reviewFor ?product .	?review bsbm:rating1 ?rating1 .	?review rev:reviewer ?reviewer .	?reviewer foaf:name ?reviewerName .	?reviewer a foaf:Person .	?review rdf:type schema:Review .	?offer bsbm:producer ?producer .	?offer bsbm:product ?product .	?offer bsbm:price ?price .	?offer rdf:type schema:Offer .}ORDER BY ?label",1
"SELECT  DISTINCT ?rating1 ?reviewerName ?price ?producerPublisher WHERE{       ?producer bsbm:publisher ?producerPublisher .	?review  bsbm:producer ?producer .	?review bsbm:reviewFor ?product .	?review bsbm:rating1 ?rating1 .	?review rev:reviewer ?reviewer .	?reviewer foaf:name ?reviewerName .	?reviewer a foaf:Person .	?review rdf:type schema:Review .	?offer bsbm:producer ?producer .	?offer bsbm:product ?product .	?offer bsbm:price ?price .	?offer rdf:type schema:Offer .}ORDER BY ?producerPublisher",1
"SELECT  DISTINCT  ?product ?label ?comment ?propertyNum1 ?propertyNum2 ?propertyNum3 ?propertyNum4 ?propertyNum5 ?propertyNum6  ?propertyTex1 ?propertyTex2 ?propertyTex3 ?propertyTex4 ?propertyTex5 ?propertyTex6 ?productPublisher ?productPublishDateWHERE{    ?product rdfs:label ?label .    ?product rdfs:comment ?comment .    ?product bsbm:productPropertyNumeric1 ?propertyNum1 .    ?product bsbm:productPropertyNumeric2 ?propertyNum2 .    ?product bsbm:productPropertyNumeric3 ?propertyNum3 .    ?product bsbm:productPropertyNumeric4 ?propertyNum4 .    ?product bsbm:productPropertyNumeric5 ?propertyNum5 .    ?product bsbm:productPropertyNumeric6 ?propertyNum6 .    ?product bsbm:productPropertyTextual1 ?propertyTex1 .    ?product bsbm:productPropertyTextual2 ?propertyTex2 .    ?product bsbm:productPropertyTextual3 ?propertyTex3 .    ?product bsbm:productPropertyTextual4 ?propertyTex4 .    ?product bsbm:productPropertyTextual5 ?propertyTex5 .    ?product bsbm:productPropertyTextual6 ?propertyTex6 .    ?product dc:publisher ?productPublisher .    ?product exp:publishDate ?productPublishDate .    ?product rdf:type bsbm:Product .    FILTER (?propertyNum5 > 90) .    FILTER (?propertyNum2 <= 700) .    FILTER (?propertyNum1 > 1000) .    FILTER (?label = ""ahchoo"")}ORDER BY ?propertyNum5",1
"SELECT  DISTINCT ?producer  ?label ?comment ?homepage ?country ?producerPublisher ?producerPublishDateWHERE{   ?producer rdfs:label ?label .   ?producer rdfs:comment ?comment .   ?producer foaf:homepage ?homepage .   ?producer edm:country ?country .   ?producer bsbm:publisher ?producerPublisher .   ?producer exp:publishDate ?producerPublishDate .   ?producer rdf:type bsbm:Producer .   FILTER (?country = ""DE"" ) .   FILTER (?producerPublisher = ""1"" ) .}ORDER BY ?country",1
"SELECT  DISTINCT  ?review ?reviewDate ?title ?text ?language ?rating1 ?rating2 ?rating3 ?rating4 ?publisher ?publishDateWHERE{    ?review bsbm:reviewDate ?reviewDate .    ?review dc:title ?title .	?review rev:text ?text .	?review dcterms:language ?language .	?review bsbm:rating1 ?rating1 .    ?review bsbm:rating2 ?rating2 .    ?review bsbm:rating3 ?rating3 .	?review bsbm:rating4 ?rating4 .    ?review dc:publisher ?publisher .    ?review exp:publishDate ?publishDate .    ?review rdf:type schema:Review .    FILTER (?reviewDate = ""2007-12-16"") .    FILTER (?language = ""en"") .    FILTER (?rating1 < 9) .    FILTER (?rating2 > 2) .    FILTER (?rating3 < 10) .    FILTER (?publisher = 1) .}ORDER BY ?rating1",1
"SELECT  DISTINCT ?offer ?vendor ?price ?validFrom ?validTo ?deliveryDays ?offerWebpage ?offerPublisher ?offerPublishDateWHERE{	?offer bsbm:vendor ?vendor .	?offer bsbm:price ?price .	?offer gr:validFrom ?validFrom .	?offer bsbm:validTo ?validTo .	?offer bsbm:deliveryDays ?deliveryDays .	?offer npg:webpage ?offerWebpage .	?offer dc:publisher ?offerPublisher .	?offer exp:publishDate ?offerPublishDate .	?offer rdf:type schema:Offer .	FILTER (?vendor >= 50 ) .	FILTER (?price < 8000 ) .	FILTER (?deliveryDays >= 5 ) .	FILTER (?offerPublisher = 1 ) .}ORDER BY ?price",1
"SELECT  DISTINCT ?person ?name ?mbox_sha1sum ?country ?publisher ?publishDateWHERE{   	?person edm:country ?country  .   	?person dc:publisher ?publisher .   	?person foaf:mbox_sha1sum ?mbox_sha1sum .   	?person exp:publishDate ?publishDate .   	?person foaf:name ?name .   	?person rdf:type foaf:Person .   	FILTER (?country = ""US"") .   	FILTER (?name = ""Anna Lloyd"") .   	FILTER (?publisher = 1) .}ORDER BY ?country",1
"SELECT  DISTINCT  ?product ?label ?propertyNum5 WHERE{    ?product rdfs:label ?label .    ?product bsbm:productPropertyNumeric5 ?propertyNum5 .    ?product rdf:type bsbm:Product .    FILTER (?propertyNum5 > 90) .    FILTER (?label = ""ahchoo"")}ORDER BY ?propertyNum5",1
"SELECT  DISTINCT  ?review ?languageWHERE{	?review dcterms:language ?language .    ?review rdf:type schema:Review .    FILTER (?language = ""en"") }ORDER BY ?language",1
"SELECT  DISTINCT ?offer ?vendor ?priceWHERE{	?offer bsbm:vendor ?vendor .	?offer bsbm:price ?price .	?offer rdf:type schema:Offer .	FILTER (?vendor >= 50 ) .	FILTER (?price < 8000 ) .}ORDER BY ?vendor",1
"SELECT  DISTINCT ?person ?name WHERE{   	?person foaf:name ?name .   	?person rdf:type foaf:Person .   	FILTER (?name = ""Anna Lloyd"") .}ORDER BY ?name",1
"SELECT  DISTINCT  ?label ?comment ?propertyNum1 ?propertyNum2 ?propertyNum3 ?propertyNum4 ?propertyNum5 ?propertyNum6  ?propertyTex1 ?propertyTex2 ?propertyTex3 ?propertyTex4 ?propertyTex5 ?propertyTex6 ?productPublisher ?productPublishDate  ?reviewDate ?title ?text ?language ?rating1 ?rating2 ?rating3 ?rating4 ?publisher ?publishDateWHERE{    ?product rdfs:label ?label .    ?product rdfs:comment ?comment .    ?product bsbm:productPropertyNumeric1 ?propertyNum1 .    ?product bsbm:productPropertyNumeric2 ?propertyNum2 .    ?product bsbm:productPropertyNumeric3 ?propertyNum3 .    ?product bsbm:productPropertyNumeric4 ?propertyNum4 .    ?product bsbm:productPropertyNumeric5 ?propertyNum5 .    ?product bsbm:productPropertyNumeric6 ?propertyNum6 .    ?product bsbm:productPropertyTextual1 ?propertyTex1 .    ?product bsbm:productPropertyTextual2 ?propertyTex2 .    ?product bsbm:productPropertyTextual3 ?propertyTex3 .    ?product bsbm:productPropertyTextual4 ?propertyTex4 .    ?product bsbm:productPropertyTextual5 ?propertyTex5 .    ?product bsbm:productPropertyTextual6 ?propertyTex6 .    ?product dc:publisher ?productPublisher .    ?product exp:publishDate ?productPublishDate .    ?review bsbm:reviewFor ?product .    ?review bsbm:reviewDate ?reviewDate .    ?review dc:title ?title .    ?review rev:text ?text .    ?review dcterms:language ?language .    ?review bsbm:rating1 ?rating1 .    ?review bsbm:rating2 ?rating2 .    ?review bsbm:rating3 ?rating3 .    ?review bsbm:rating4 ?rating4 .    ?review dc:publisher ?publisher .    ?review exp:publishDate ?publishDate .    ?review rdf:type schema:Review .    FILTER (?propertyNum5 > 90) .    FILTER (?propertyNum2 <= 700) .    FILTER (?propertyNum1 > 1000) .    FILTER (?label = ""ahchoo"") .    FILTER (?reviewDate = ""2007-12-16"") .    FILTER (?language = ""en"") .    FILTER (?rating1 < 9) .    FILTER (?rating2 > 2) .    FILTER (?rating3 < 10) .    FILTER (?publisher = 1) }ORDER BY ?propertyNum2",1
"SELECT  DISTINCT  ?producerLabel ?producerComment ?propertyNum1 ?propertyNum2 ?propertyNum3 ?propertyNum4 ?propertyNum5 ?propertyNum6  ?propertyTex1 ?propertyTex2 ?propertyTex3 ?propertyTex4 ?propertyTex5 ?propertyTex6 ?publisher ?publishDate ?label ?comment ?homepage ?country ?producerPublisher ?producerPublishDateWHERE{	?producer rdfs:label ?producerLabel .	?producer rdfs:comment ?producerComment .	?producer foaf:homepage ?homepage .	?producer edm:country ?country .	?producer bsbm:publisher ?producerPublisher .	?producer exp:publishDate ?producerPublishDate .	?product bsbm:producer ?producer .	?product rdfs:label ?label .	?product rdfs:comment ?comment .	?product bsbm:productPropertyNumeric1 ?propertyNum1 .	?product bsbm:productPropertyNumeric2 ?propertyNum2 .	?product bsbm:productPropertyNumeric3 ?propertyNum3 .	?product bsbm:productPropertyNumeric4 ?propertyNum4 .	?product bsbm:productPropertyNumeric5 ?propertyNum5 .	?product bsbm:productPropertyNumeric6 ?propertyNum6 .	?product bsbm:productPropertyTextual1 ?propertyTex1 .	?product bsbm:productPropertyTextual2 ?propertyTex2 .	?product bsbm:productPropertyTextual3 ?propertyTex3 .	?product bsbm:productPropertyTextual4 ?propertyTex4 .	?product bsbm:productPropertyTextual5 ?propertyTex5 .	?product bsbm:productPropertyTextual6 ?propertyTex6 .	?product dc:publisher ?publisher .	?product exp:publishDate ?publishDate .	?product rdf:type bsbm:Product .	FILTER (?propertyNum5 > 90) .	FILTER (?propertyNum2 <= 700) .	FILTER (?propertyNum1 > 1000) .	FILTER (?label = ""ahchoo"")	FILTER (?country = ""DE"" ) .	FILTER (?producerPublisher = ""1"" )}ORDER BY ?propertyNum1",1
"SELECT  DISTINCT  ?vendor ?price ?validFrom ?validTo ?deliveryDays ?offerWebpage ?productPublisher ?productPublishDate ?label ?comment ?propertyNum1 ?propertyNum2 ?propertyNum3 ?propertyNum4 ?propertyNum5 ?propertyNum6  ?propertyTex1 ?propertyTex2 ?propertyTex3 ?propertyTex4 ?propertyTex5 ?propertyTex6 ?publisher ?publishDateWHERE{	?product rdfs:label ?label .	?product rdfs:comment ?comment .	?product bsbm:productPropertyNumeric1 ?propertyNum1 .	?product bsbm:productPropertyNumeric2 ?propertyNum2 .	?product bsbm:productPropertyNumeric3 ?propertyNum3 .	?product bsbm:productPropertyNumeric4 ?propertyNum4 .	?product bsbm:productPropertyNumeric5 ?propertyNum5 .	?product bsbm:productPropertyNumeric6 ?propertyNum6 .	?product bsbm:productPropertyTextual1 ?propertyTex1 .	?product bsbm:productPropertyTextual2 ?propertyTex2 .	?product bsbm:productPropertyTextual3 ?propertyTex3 .	?product bsbm:productPropertyTextual4 ?propertyTex4 .	?product bsbm:productPropertyTextual5 ?propertyTex5 .	?product bsbm:productPropertyTextual6 ?propertyTex6 .	?product dc:publisher ?productPublisher .	?product exp:publishDate ?productPublishDate .	?offer bsbm:product ?product .	?offer bsbm:vendor ?vendor .	?offer bsbm:price ?price .	?offer gr:validFrom ?validFrom .	?offer bsbm:validTo ?validTo .	?offer bsbm:deliveryDays ?deliveryDays .	?offer npg:webpage ?offerWebpage .	?offer dc:publisher ?publisher .	?offer exp:publishDate ?publishDate .	?offer rdf:type schema:Offer .	FILTER (?propertyNum5 > 90) .	FILTER (?propertyNum2 <= 700) .	FILTER (?propertyNum1 > 1000) .	FILTER (?label = ""ahchoo"") .	FILTER (?vendor >= 50 ) .	FILTER (?price < 8000 ) .	FILTER (?deliveryDays >= 5 ) .	FILTER (?publisher = 1 ) .}ORDER BY ?publisher",1
"SELECT  DISTINCT  ?vendor ?price ?validFrom ?validTo ?deliveryDays ?offerWebpage ?publisher ?publishDate ?label ?comment ?homepage ?country ?producerPublisher ?producerPublishDate WHERE{        ?producer rdfs:label ?label .        ?producer rdfs:comment ?comment .        ?producer foaf:homepage ?homepage .        ?producer edm:country ?country .        ?producer bsbm:publisher ?producerPublisher .        ?producer exp:publishDate ?producerPublishDate .	?offer bsbm:producer ?producer .	?offer bsbm:vendor ?vendor .	?offer bsbm:price ?price .	?offer gr:validFrom ?validFrom .	?offer bsbm:validTo ?validTo .	?offer bsbm:deliveryDays ?deliveryDays .	?offer npg:webpage ?offerWebpage .	?offer dc:publisher ?publisher .	?offer exp:publishDate ?publishDate .        ?offer rdf:type schema:Offer .        FILTER (?country = ""DE"" ) .	FILTER (?producerPublisher = ""1"" ) . 	FILTER (?vendor >= 50 ) .	FILTER (?price < 8000 ) .	FILTER (?deliveryDays >= 5 ) .	FILTER (?publisher = 1 ) .}ORDER BY ?price",1
"SELECT  DISTINCT  ?reviewDate ?title ?text ?language ?rating1 ?rating2 ?rating3 ?rating4 ?publisher ?publishDate ?reviewerName ?mbox_sha1sum ?reviewerCountry ?reviewerPublisher ?reviewerPublishDateWHERE{	?review rev:reviewer ?reviewer .	?reviewer edm:country ?reviewerCountry  .	?reviewer dc:publisher ?reviewerPublisher .	?reviewer foaf:mbox_sha1sum ?mbox_sha1sum .	?reviewer exp:publishDate ?reviewerPublishDate .	?reviewer foaf:name ?reviewerName .	?reviewer a foaf:Person .	?review bsbm:reviewDate ?reviewDate .	?review dc:title ?title .	?review rev:text ?text .	?review dcterms:language ?language .	?review bsbm:rating1 ?rating1 .	?review bsbm:rating2 ?rating2 .	?review bsbm:rating3 ?rating3 .	?review bsbm:rating4 ?rating4 .	?review dc:publisher ?publisher .	?review exp:publishDate ?publishDate .	?review rdf:type schema:Review .	FILTER (?reviewerCountry = ""US"") .	FILTER (?reviewerName = ""Anna Lloyd"") .	FILTER (?reviewerPublisher = 1) .	FILTER (?reviewDate = ""2007-12-16"") .	FILTER (?language = ""en"") .	FILTER (?rating1 < 9) .	FILTER (?rating2 > 2) .	FILTER (?rating3 < 10) .	FILTER (?publisher = 1) .}ORDER BY ?rating4",1
"SELECT  DISTINCT   ?label ?comment ?homepage ?country ?producerPublisher ?producerPublishDate ?reviewDate ?title ?text ?language ?rating1 ?rating2 ?rating3 ?rating4 ?publisher ?publishDateWHERE{   ?producer rdfs:label ?label .   ?producer rdfs:comment ?comment .   ?producer foaf:homepage ?homepage .   ?producer edm:country ?country .   ?producer bsbm:publisher ?producerPublisher .   ?producer exp:publishDate ?producerPublishDate .   ?producer rdf:type bsbm:Producer .   ?review  bsbm:producer ?producer .   ?review bsbm:reviewDate ?reviewDate .    ?review dc:title ?title .    ?review rev:text ?text .    ?review dcterms:language ?language .    ?review bsbm:rating1 ?rating1 .    ?review bsbm:rating2 ?rating2 .    ?review bsbm:rating3 ?rating3 .    ?review bsbm:rating4 ?rating4 .    ?review dc:publisher ?publisher .    ?review exp:publishDate ?publishDate .   ?review rdf:type schema:Review .   FILTER (?country = ""DE"" ) .   FILTER (?producerPublisher = ""1"" ) .    FILTER (?reviewDate = ""2007-12-16"") .    FILTER (?language = ""en"") .    FILTER (?rating1 < 9) .    FILTER (?rating2 > 2) .    FILTER (?rating3 < 10) .    FILTER (?publisher = 1) .}ORDER BY ?publishDate",1
"SELECT  DISTINCT  ?label ?comment ?propertyNum1 ?propertyNum2 ?propertyNum3 ?propertyNum4 ?propertyNum5 ?propertyNum6  ?propertyTex1 ?propertyTex2 ?propertyTex3 ?propertyTex4 ?propertyTex5 ?propertyTex6 ?productPublisher ?productPublishDate  ?reviewDate ?title ?text ?language ?rating1 ?rating2 ?rating3 ?rating4 ?publisher ?publishDateWHERE{    ?product rdfs:label ?label .    ?product rdfs:comment ?comment .    ?product bsbm:productPropertyNumeric1 ?propertyNum1 .    ?product bsbm:productPropertyNumeric2 ?propertyNum2 .    ?product bsbm:productPropertyNumeric3 ?propertyNum3 .    ?product bsbm:productPropertyNumeric4 ?propertyNum4 .    ?product bsbm:productPropertyNumeric5 ?propertyNum5 .    ?product bsbm:productPropertyNumeric6 ?propertyNum6 .    ?product bsbm:productPropertyTextual1 ?propertyTex1 .    ?product bsbm:productPropertyTextual2 ?propertyTex2 .    ?product bsbm:productPropertyTextual3 ?propertyTex3 .    ?product bsbm:productPropertyTextual4 ?propertyTex4 .    ?product bsbm:productPropertyTextual5 ?propertyTex5 .    ?product bsbm:productPropertyTextual6 ?propertyTex6 .    ?product dc:publisher ?productPublisher .    ?product exp:publishDate ?productPublishDate .    ?review bsbm:reviewFor ?product .    ?review bsbm:reviewDate ?reviewDate .    ?review dc:title ?title .    ?review rev:text ?text .    ?review dcterms:language ?language .    ?review bsbm:rating1 ?rating1 .    ?review bsbm:rating2 ?rating2 .    ?review bsbm:rating3 ?rating3 .    ?review bsbm:rating4 ?rating4 .    ?review dc:publisher ?publisher .    ?review exp:publishDate ?publishDate .    ?review rdf:type schema:Review .    FILTER (?propertyNum5 > 90) .}ORDER BY ?propertyNum5",0
"SELECT  DISTINCT  ?producerLabel ?producerComment ?propertyNum1 ?propertyNum2 ?propertyNum3 ?propertyNum4 ?propertyNum5 ?propertyNum6  ?propertyTex1 ?propertyTex2 ?propertyTex3 ?propertyTex4 ?propertyTex5 ?propertyTex6 ?publisher ?publishDate ?label ?comment ?homepage ?country ?producerPublisher ?producerPublishDateWHERE{	?producer rdfs:label ?producerLabel .	?producer rdfs:comment ?producerComment .	?producer foaf:homepage ?homepage .	?producer edm:country ?country .	?producer bsbm:publisher ?producerPublisher .	?producer exp:publishDate ?producerPublishDate .	?product bsbm:producer ?producer .	?product rdfs:label ?label .	?product rdfs:comment ?comment .	?product bsbm:productPropertyNumeric1 ?propertyNum1 .	?product bsbm:productPropertyNumeric2 ?propertyNum2 .	?product bsbm:productPropertyNumeric3 ?propertyNum3 .	?product bsbm:productPropertyNumeric4 ?propertyNum4 .	?product bsbm:productPropertyNumeric5 ?propertyNum5 .	?product bsbm:productPropertyNumeric6 ?propertyNum6 .	?product bsbm:productPropertyTextual1 ?propertyTex1 .	?product bsbm:productPropertyTextual2 ?propertyTex2 .	?product bsbm:productPropertyTextual3 ?propertyTex3 .	?product bsbm:productPropertyTextual4 ?propertyTex4 .	?product bsbm:productPropertyTextual5 ?propertyTex5 .	?product bsbm:productPropertyTextual6 ?propertyTex6 .	?product dc:publisher ?publisher .	?product exp:publishDate ?publishDate .	?product rdf:type bsbm:Product .	FILTER (?country = ""DE"" ) .}ORDER BY ?country",0
"SELECT  DISTINCT  ?vendor ?price ?validFrom ?validTo ?deliveryDays ?offerWebpage ?productPublisher ?productPublishDate ?label ?comment ?propertyNum1 ?propertyNum2 ?propertyNum3 ?propertyNum4 ?propertyNum5 ?propertyNum6  ?propertyTex1 ?propertyTex2 ?propertyTex3 ?propertyTex4 ?propertyTex5 ?propertyTex6 ?publisher ?publishDateWHERE{	?product rdfs:label ?label .	?product rdfs:comment ?comment .	?product bsbm:productPropertyNumeric1 ?propertyNum1 .	?product bsbm:productPropertyNumeric2 ?propertyNum2 .	?product bsbm:productPropertyNumeric3 ?propertyNum3 .	?product bsbm:productPropertyNumeric4 ?propertyNum4 .	?product bsbm:productPropertyNumeric5 ?propertyNum5 .	?product bsbm:productPropertyNumeric6 ?propertyNum6 .	?product bsbm:productPropertyTextual1 ?propertyTex1 .	?product bsbm:productPropertyTextual2 ?propertyTex2 .	?product bsbm:productPropertyTextual3 ?propertyTex3 .	?product bsbm:productPropertyTextual4 ?propertyTex4 .	?product bsbm:productPropertyTextual5 ?propertyTex5 .	?product bsbm:productPropertyTextual6 ?propertyTex6 .	?product dc:publisher ?productPublisher .	?product exp:publishDate ?productPublishDate .	?offer bsbm:product ?product .	?offer bsbm:vendor ?vendor .	?offer bsbm:price ?price .	?offer gr:validFrom ?validFrom .	?offer bsbm:validTo ?validTo .	?offer bsbm:deliveryDays ?deliveryDays .	?offer npg:webpage ?offerWebpage .	?offer dc:publisher ?publisher .	?offer exp:publishDate ?publishDate .	?offer rdf:type schema:Offer .	FILTER (?price < 8000 ) .}ORDER BY ?label",0
